"GEO","CITY","PROVINCE","CDUID","YEAR","POPULATION"
"Division No. 23, Manitoba","Division No. 23","Manitoba","4623","2002",8991
"Division No. 3, Alberta","Division No. 3","Alberta","4803","2002",38278
"Division No. 3, Manitoba","Division No. 3","Manitoba","4603","2002",43144
"Division No. 3, Newfoundland and Labrador","Division No. 3","Newfoundland and Labrador","1003","2002",19226
"Division No. 3, Saskatchewan","Division No. 3","Saskatchewan","4703","2002",14803
"Division No. 4, Alberta","Division No. 4","Alberta","4804","2002",11397
"Division No. 4, Manitoba","Division No. 4","Manitoba","4604","2002",10694
"Division No. 4, Newfoundland and Labrador","Division No. 4","Newfoundland and Labrador","1004","2002",22437
"Division No. 4, Saskatchewan","Division No. 4","Saskatchewan","4704","2002",11752
"Division No. 5, Alberta","Division No. 5","Alberta","4805","2002",49548
"Division No. 5, Manitoba","Division No. 5","Manitoba","4605","2002",13986
"Division No. 5, Newfoundland and Labrador","Division No. 5","Newfoundland and Labrador","1005","2002",40968
"Division No. 5, Saskatchewan","Division No. 5","Saskatchewan","4705","2002",32675
"Division No. 6, Alberta","Division No. 6","Alberta","4806","2002",1081239
"Division No. 6, Manitoba","Division No. 6","Manitoba","4606","2002",10323
"Division No. 6, Newfoundland and Labrador","Division No. 6","Newfoundland and Labrador","1006","2002",36901
"Division No. 6, Saskatchewan","Division No. 6","Saskatchewan","4706","2002",223550
"Division No. 7, Alberta","Division No. 7","Alberta","4807","2002",40957
"Division No. 7, Manitoba","Division No. 7","Manitoba","4607","2002",59484
"Division No. 7, Newfoundland and Labrador","Division No. 7","Newfoundland and Labrador","1007","2002",37560
"Division No. 7, Saskatchewan","Division No. 7","Saskatchewan","4707","2002",47511
"Division No. 8, Alberta","Division No. 8","Alberta","4808","2002",161157
"Division No. 8, Manitoba","Division No. 8","Manitoba","4608","2002",14263
"Division No. 8, Newfoundland and Labrador","Division No. 8","Newfoundland and Labrador","1008","2002",42116
"Division No. 8, Saskatchewan","Division No. 8","Saskatchewan","4708","2002",30730
"Division No. 9, Alberta","Division No. 9","Alberta","4809","2002",20268
"Division No. 9, Manitoba","Division No. 9","Manitoba","4609","2002",24044
"Division No. 9, Newfoundland and Labrador","Division No. 9","Newfoundland and Labrador","1009","2002",19947
"Division No. 9, Saskatchewan","Division No. 9","Saskatchewan","4709","2002",37181
"Drummond, Quebec","Drummond","Quebec","2449","2002",90109
"Dufferin, Ontario","Dufferin","Ontario","3522","2002",53946
"Durham, Ontario","Durham","Ontario","3518","2002",538057
"East Kootenay, British Columbia","East Kootenay","British Columbia","5901","2002",58143
"Elgin, Ontario","Elgin","Ontario","3534","2002",85284
"Essex, Ontario","Essex","Ontario","3537","2002",397995
"Francheville, Quebec","Francheville","Quebec","2437","2002",142001
"Fraser-Fort George, British Columbia","Fraser-Fort George","British Columbia","5953","2002",97324
"Fraser Valley, British Columbia","Fraser Valley","British Columbia","5909","2002",250465
"Frontenac, Ontario","Frontenac","Ontario","3510","2002",146202
"Gatineau, Quebec","Gatineau","Quebec","2481","2002",233712
"Gloucester, New Brunswick","Gloucester","New Brunswick","1315","2002",86379
"Greater Sudbury, Ontario","Greater Sudbury","Ontario","3553","2002",160782
"Greater Vancouver, British Columbia","Greater Vancouver","British Columbia","5915","2002",2098322
"Grey, Ontario","Grey","Ontario","3542","2002",93253
"Guysborough, Nova Scotia","Guysborough","Nova Scotia","1213","2002",9833
"Haldimand-Norfolk, Ontario","Haldimand-Norfolk","Ontario","3528","2002",110366
"Haliburton, Ontario","Haliburton","Ontario","3546","2002",15988
"Halifax, Nova Scotia","Halifax","Nova Scotia","1209","2002",374434
"Halton, Ontario","Halton","Ontario","3524","2002",403578
"Hamilton, Ontario","Hamilton","Ontario","3525","2002",515306
"Hants, Nova Scotia","Hants","Nova Scotia","1208","2002",41706
"Hastings, Ontario","Hastings","Ontario","3512","2002",133515
"Huron, Ontario","Huron","Ontario","3540","2002",61925
"Inverness, Nova Scotia","Inverness","Nova Scotia","1215","2002",20309
"Joliette, Quebec","Joliette","Quebec","2461","2002",55923
"Kamouraska, Quebec","Kamouraska","Quebec","2414","2002",22657
"Kawartha Lakes, Ontario","Kawartha Lakes","Ontario","3516","2002",72938
"Keewatin, Nunavut","Keewatin","Nunavut","6205","2002",8067
"Kenora, Ontario","Kenora","Ontario","3560","2002",67030
"Kent, New Brunswick","Kent","New Brunswick","1308","2002",32301
"Kings, New Brunswick","Kings","New Brunswick","1305","2002",66267
"Kings, Nova Scotia","Kings","Nova Scotia","1207","2002",60471
"Kings, Prince Edward Island","Kings","Prince Edward Island","1101","2002",19238
"Kitikmeot, Nunavut","Kitikmeot","Nunavut","6208","2002",5208
"Kitimat-Stikine, British Columbia","Kitimat-Stikine","British Columbia","5949","2002",42121
"Kootenay Boundary, British Columbia","Kootenay Boundary","British Columbia","5905","2002",32452
"L'Érable, Quebec","L'Érable","Quebec","2432","2002",24158
"L'Assomption, Quebec","L'Assomption","Quebec","2460","2002",106295
"L'Ile-d'Orleans, Quebec","L'Ile-d'Orleans","Quebec","2420","2002",6902
"L'Islet, Quebec","L'Islet","Quebec","2417","2002",19474
"La Côte-de-Beaupre, Quebec","La Côte-de-Beaupre","Quebec","2421","2002",21636
"La Côte-de-Gaspe, Quebec","La Côte-de-Gaspe","Quebec","2403","2002",18464
"La Haute-Côte-Nord, Quebec","La Haute-Côte-Nord","Quebec","2495","2002",12891
"La Haute-Gaspesie, Quebec","La Haute-Gaspesie","Quebec","2404","2002",12813
"La Haute-Yamaska, Quebec","La Haute-Yamaska","Quebec","2447","2002",76353
"La Jacques-Cartier, Quebec","La Jacques-Cartier","Quebec","2422","2002",27725
"La Matapedia, Quebec","La Matapedia","Quebec","2407","2002",20003
"La Mitis, Quebec","La Mitis","Quebec","2409","2002",19605
"La Nouvelle-Beauce, Quebec","La Nouvelle-Beauce","Quebec","2426","2002",31389
"La Riviere-du-Nord, Quebec","La Riviere-du-Nord","Quebec","2475","2002",93979
"La Tuque, Quebec","La Tuque","Quebec","2490","2002",15884
"La Vallee-de-l'Or, Quebec","La Vallee-de-l'Or","Quebec","2489","2002",42548
"La Vallee-de-la-Gatineau, Quebec","La Vallee-de-la-Gatineau","Quebec","2483","2002",20108
"La Vallee-du-Richelieu, Quebec","La Vallee-du-Richelieu","Quebec","2457","2002",99324
"Lac-Saint-Jean-Est, Quebec","Lac-Saint-Jean-Est","Quebec","2493","2002",52284
"Lambton, Ontario","Lambton","Ontario","3538","2002",132325
"Lanark, Ontario","Lanark","Ontario","3509","2002",65495
"Laval, Quebec","Laval","Quebec","2465","2002",354478
"Le Domaine-du-Roy, Quebec","Le Domaine-du-Roy","Quebec","2491","2002",33133
"Le Granit, Quebec","Le Granit","Quebec","2430","2002",22463
"Le Haut-Richelieu, Quebec","Le Haut-Richelieu","Quebec","2456","2002",103771
"Le Haut-Saint-François, Quebec","Le Haut-Saint-François","Quebec","2441","2002",21822
"Le Haut-Saint-Laurent, Quebec","Le Haut-Saint-Laurent","Quebec","2469","2002",24986
"Le Rocher-Perce, Quebec","Le Rocher-Perce","Quebec","2402","2002",19306
"Le Saguenay-et-son-Fjord, Quebec","Le Saguenay-et-son-Fjord","Quebec","2494","2002",168268
"Le Val-Saint-François, Quebec","Le Val-Saint-François","Quebec","2442","2002",28988
"Leeds and Grenville, Ontario","Leeds and Grenville","Ontario","3507","2002",100927
"Lennox and Addington, Ontario","Lennox and Addington","Ontario","3511","2002",41118
"Les Appalaches, Quebec","Les Appalaches","Quebec","2431","2002",43776
"Les Basques, Quebec","Les Basques","Quebec","2411","2002",9817
"Les Collines-de-l'Outaouais, Quebec","Les Collines-de-l'Outaouais","Quebec","2482","2002",37248
"Les Etchemins, Quebec","Les Etchemins","Quebec","2428","2002",17962
"Les Iles-de-la-Madeleine, Quebec","Les Iles-de-la-Madeleine","Quebec","2401","2002",13004
"Les Jardins-de-Napierville, Quebec","Les Jardins-de-Napierville","Quebec","2468","2002",23430
"Les Laurentides, Quebec","Les Laurentides","Quebec","2478","2002",40218
"Les Maskoutains, Quebec","Les Maskoutains","Quebec","2454","2002",80704
"Les Moulins, Quebec","Les Moulins","Quebec","2464","2002",114754
"Les Pays-d'en-Haut, Quebec","Les Pays-d'en-Haut","Quebec","2477","2002",32887
"Les Sources, Quebec","Les Sources","Quebec","2440","2002",14733
"Levis, Quebec","Levis","Quebec","2425","2002",125506
"Longueuil, Quebec","Longueuil","Quebec","2458","2002",381849
"Lotbiniere, Quebec","Lotbiniere","Quebec","2433","2002",27326
"Lunenburg, Nova Scotia","Lunenburg","Nova Scotia","1206","2002",48726
"Madawaska, New Brunswick","Madawaska","New Brunswick","1313","2002",36393
"Manicouagan, Quebec","Manicouagan","Quebec","2496","2002",33955
"Manitoulin, Ontario","Manitoulin","Ontario","3551","2002",12797
"Marguerite-D'Youville, Quebec","Marguerite-D'Youville","Quebec","2459","2002",66455
"Maria-Chapdelaine, Quebec","Maria-Chapdelaine","Quebec","2492","2002",26977
"Maskinonge, Quebec","Maskinonge","Quebec","2451","2002",35654
"Matane, Quebec","Matane","Quebec","2408","2002",22648
"Matawinie, Quebec","Matawinie","Quebec","2462","2002",45526
"Mekinac, Quebec","Mekinac","Quebec","2435","2002",13012
"Memphremagog, Quebec","Memphremagog","Quebec","2445","2002",43646
"Middlesex, Ontario","Middlesex","Ontario","3539","2002",426862
"Minganie-Le Golfe-du-Saint-Laurent, Quebec","Minganie-Le Golfe-du-Saint-Laurent","Quebec","2498","2002",12274
"Mirabel, Quebec","Mirabel","Quebec","2474","2002",29375
"Montcalm, Quebec","Montcalm","Quebec","2463","2002",39791
"Montmagny, Quebec","Montmagny","Quebec","2418","2002",23710
"Montreal, Quebec","Montreal","Quebec","2466","2002",1863666
"Mount Waddington, British Columbia","Mount Waddington","British Columbia","5943","2002",13189
"Muskoka, Ontario","Muskoka","Ontario","3544","2002",56396
"Nanaimo, British Columbia","Nanaimo","British Columbia","5921","2002",133848
"Niagara, Ontario","Niagara","Ontario","3526","2002",430217
"Nicolet-Yamaska, Quebec","Nicolet-Yamaska","Quebec","2450","2002",23692
"Nipissing, Ontario","Nipissing","Ontario","3548","2002",86577
"Nord-du-Quebec, Quebec","Nord-du-Quebec","Quebec","2499","2002",39294
"North Okanagan, British Columbia","North Okanagan","British Columbia","5937","2002",76570
"Northern Rockies, British Columbia","Northern Rockies","British Columbia","5959","2002",6043
"Northumberland, New Brunswick","Northumberland","New Brunswick","1309","2002",50207
"Northumberland, Ontario","Northumberland","Ontario","3514","2002",81146
"Okanagan-Similkameen, British Columbia","Okanagan-Similkameen","British Columbia","5907","2002",80243
"Ottawa, Ontario","Ottawa","Ontario","3506","2002",819104
"Oxford, Ontario","Oxford","Ontario","3532","2002",103662
"Papineau, Quebec","Papineau","Quebec","2480","2002",21069
"Parry Sound, Ontario","Parry Sound","Ontario","3549","2002",41509
"Peace River, British Columbia","Peace River","British Columbia","5955","2002",57671
"Peel, Ontario","Peel","Ontario","3521","2002",1074366
"Perth, Ontario","Perth","Ontario","3531","2002",76931
"Peterborough, Ontario","Peterborough","Ontario","3515","2002",132626
"Pictou, Nova Scotia","Pictou","Nova Scotia","1212","2002",48029
"Pierre-De Saurel, Quebec","Pierre-De Saurel","Quebec","2453","2002",50696
"Pontiac, Quebec","Pontiac","Quebec","2484","2002",14728
"Portneuf, Quebec","Portneuf","Quebec","2434","2002",46052
"Powell River, British Columbia","Powell River","British Columbia","5927","2002",20223
"Prescott and Russell, Ontario","Prescott and Russell","Ontario","3502","2002",80388
"Prince Edward, Ontario","Prince Edward","Ontario","3513","2002",26146
"Prince, Prince Edward Island","Prince","Prince Edward Island","1103","2002",45068
"Quebec, Quebec","Quebec","Quebec","2423","2002",523158
"Queens, New Brunswick","Queens","New Brunswick","1304","2002",12157
"Queens, Nova Scotia","Queens","Nova Scotia","1204","2002",11935
"Queens, Prince Edward Island","Queens","Prince Edward Island","1102","2002",72574
"Rainy River, Ontario","Rainy River","Ontario","3559","2002",22672
"Region 1, Northwest Territories","Region 1","Northwest Territories","6101","2002",6908
"Region 2, Northwest Territories","Region 2","Northwest Territories","6102","2002",2572
"Region 3, Northwest Territories","Region 3","Northwest Territories","6103","2002",2697
"Region 4, Northwest Territories","Region 4","Northwest Territories","6104","2002",3473
"Region 5, Northwest Territories","Region 5","Northwest Territories","6105","2002",7201
"Region 6, Northwest Territories","Region 6","Northwest Territories","6106","2002",18848
"Renfrew, Ontario","Renfrew","Ontario","3547","2002",99197
"Restigouche, New Brunswick","Restigouche","New Brunswick","1314","2002",36359
"Richmond, Nova Scotia","Richmond","Nova Scotia","1216","2002",10316
"Rimouski-Neigette, Quebec","Rimouski-Neigette","Quebec","2410","2002",53180
"Riviere-du-Loup, Quebec","Riviere-du-Loup","Quebec","2412","2002",32472
"Robert-Cliche, Quebec","Robert-Cliche","Quebec","2427","2002",19000
"Roussillon, Quebec","Roussillon","Quebec","2467","2002",151429
"Rouville, Quebec","Rouville","Quebec","2455","2002",30782
"Rouyn-Noranda, Quebec","Rouyn-Noranda","Quebec","2486","2002",39999
"Saint John, New Brunswick","Saint John","New Brunswick","1301","2002",77945
"Sept-Rivieres-Caniapiscau, Quebec","Sept-Rivieres-Caniapiscau","Quebec","2497","2002",38934
"Shawinigan, Quebec","Shawinigan","Quebec","2436","2002",52485
"Shelburne, Nova Scotia","Shelburne","Nova Scotia","1201","2002",16587
"Sherbrooke, Quebec","Sherbrooke","Quebec","2443","2002",143324
"Simcoe, Ontario","Simcoe","Ontario","3543","2002",403740
"Skeena-Queen Charlotte, British Columbia","Skeena-Queen Charlotte","British Columbia","5947","2002",21935
"Squamish-Lillooet, British Columbia","Squamish-Lillooet","British Columbia","5931","2002",35024
"Stikine, British Columbia","Stikine","British Columbia","5957","2002",653
"Stormont, Dundas and Glengarry, Ontario","Stormont","Ontario","3501","2002",115706
"Strathcona, British Columbia","Strathcona","British Columbia","5924","2002",42259
"Sudbury, Ontario","Sudbury","Ontario","3552","2002",23868
"Sunbury, New Brunswick","Sunbury","New Brunswick","1303","2002",26549
"Sunshine Coast, British Columbia","Sunshine Coast","British Columbia","5929","2002",27081
"Temiscamingue, Quebec","Temiscamingue","Quebec","2485","2002",17597
"Temiscouata, Quebec","Temiscouata","Quebec","2413","2002",22529
"Therese-De Blainville, Quebec","Therese-De Blainville","Quebec","2473","2002",135972
"Thompson-Nicola, British Columbia","Thompson-Nicola","British Columbia","5933","2002",123617
"Thunder Bay, Ontario","Thunder Bay","Ontario","3558","2002",156424
"Timiskaming, Ontario","Timiskaming","Ontario","3554","2002",35105
"Toronto, Ontario","Toronto","Ontario","3520","2002",2602399
"Vaudreuil-Soulanges, Quebec","Vaudreuil-Soulanges","Quebec","2471","2002",107477
"Victoria, New Brunswick","Victoria","New Brunswick","1312","2002",21500
"Victoria, Nova Scotia","Victoria","Nova Scotia","1218","2002",8127
"Waterloo, Ontario","Waterloo","Ontario","3530","2002",465303
"Wellington, Ontario","Wellington","Ontario","3523","2002",197781
"Westmorland, New Brunswick","Westmorland","New Brunswick","1307","2002",130030
"Yarmouth, Nova Scotia","Yarmouth","Nova Scotia","1202","2002",27493
"York, New Brunswick","York","New Brunswick","1310","2002",89659
"York, Ontario","York","Ontario","3519","2002",807408
"Yukon, Yukon","Yukon","Yukon","6001","2002",30336
"Abitibi-Ouest, Quebec","Abitibi-Ouest","Quebec","2487","2003",21537
"Abitibi, Quebec","Abitibi","Quebec","2488","2003",24475
"Acton, Quebec","Acton","Quebec","2448","2003",15418
"Alberni-Clayoquot, British Columbia","Alberni-Clayoquot","British Columbia","5923","2003",31289
"Albert, New Brunswick","Albert","New Brunswick","1306","2003",27815
"Algoma, Ontario","Algoma","Ontario","3557","2003",122073
"Annapolis, Nova Scotia","Annapolis","Nova Scotia","1205","2003",22116
"Antigonish, Nova Scotia","Antigonish","Nova Scotia","1214","2003",19690
"Antoine-Labelle, Quebec","Antoine-Labelle","Quebec","2479","2003",34818
"Argenteuil, Quebec","Argenteuil","Quebec","2476","2003",30031
"Arthabaska, Quebec","Arthabaska","Quebec","2439","2003",65756
"Avignon, Quebec","Avignon","Quebec","2406","2003",15421
"Baffin, Nunavut","Baffin","Nunavut","6204","2003",15742
"Beauce-Sartigan, Quebec","Beauce-Sartigan","Quebec","2429","2003",49284
"Beauharnois-Salaberry, Quebec","Beauharnois-Salaberry","Quebec","2470","2003",60664
"Becancour, Quebec","Becancour","Quebec","2438","2003",19182
"Bellechasse, Quebec","Bellechasse","Quebec","2419","2003",34057
"Bonaventure, Quebec","Bonaventure","Quebec","2405","2003",18322
